-645.000,-7.298,2.000
-645.000,-7.300,2.000
-645.000,-7.300,2.000
-645.000,-7.300,2.000
-645.000,-7.303,2.000
-645.000,-7.300,2.000
-645.000,-7.300,2.000
-645.000,-7.300,2.000
-645.000,-7.299,2.000
-645.000,-7.300,2.000
-351.000,-7.300,2.000
-351.000,-7.300,2.000
-351.000,-7.300,2.000
-351.000,-7.300,2.000
-351.000,-7.300,2.000
-351.000,-7.302,2.000
-351.000,-7.301,2.000
-351.000,-7.300,2.000
-351.000,-7.300,2.000
-351.000,-7.301,2.000
-57.000,-7.300,2.000
-56.999,-7.298,2.000
-57.000,-7.301,2.000
-57.000,-7.300,2.000
-57.000,-7.300,2.000
-57.000,-7.302,2.000
-57.000,-7.300,2.000
-57.000,-7.299,2.000
-57.000,-7.299,2.000
-57.000,-7.299,2.000
239.000,-7.300,2.000
239.000,-7.300,2.000
239.000,-7.300,2.000
239.000,-7.300,2.000
239.000,-7.300,2.000
239.000,-7.299,2.000
239.000,-7.300,2.000
239.000,-7.301,2.000
239.000,-7.300,2.000
239.000,-7.300,2.000
517.000,-7.300,2.000
517.000,-7.300,2.000
517.000,-7.300,2.000
517.000,-7.300,2.000
517.000,-7.300,2.000
517.000,-7.302,2.000
517.000,-7.300,2.000
517.000,-7.300,2.000
517.000,-7.300,2.000
516.999,-7.299,2.000
